1,10,29.73493504524231,2.3605849742889404
2,20,13.581587076187134,1.8786869049072266
4,40,8.237457752227783,1.608029067516327
8,80,13.12601113319397,1.4895496666431427
10,100,13.986277341842651,1.2680381298065186
1,10,2.0225348472595215,1.1423771381378174
2,20,2.437732219696045,1.092618703842163
4,40,6.8786656856536865,1.4865084290504456
8,80,43.834187269210815,1.3697440326213837
10,100,15.235214948654175,1.3957096576690673
1,10,12.888252973556519,1.186227798461914
2,20,153.16917204856873,1.9844127893447876
4,40,57.12565088272095,3.1943256855010986
8,80,59.91394329071045,1.1113280653953552
10,100,41.797627687454224,1.1700204372406007
1,10,16.90250587463379,1.6642420291900635
2,20,8.279196739196777,1.2204464673995972
4,40,17.834193468093872,1.759581446647644
8,80,54.84254336357117,1.6116155683994293
10,100,42.71619367599487,2.047578310966492
1,10,4.788784980773926,3.5336384773254395
2,20,20.979735851287842,5.963489770889282
4,40,133.7264108657837,1.6688013672828674
8,80,25.467445135116577,2.4335840344429016
10,100,17.52391290664673,1.5623206615447998
1,10,2.3309199810028076,1.186025619506836
2,20,5.036527633666992,1.7418255805969238
4,40,18.62760639190674,1.4016277194023132
8,80,373.83087253570557,13.068283945322037
10,100,68.99027371406555,4.376879382133484
1,10,138.68533372879028,3.4116952419281006
2,20,134.87783193588257,4.2175867557525635
4,40,8.442562103271484,1.4898996353149414
8,80,154.28628516197205,1.6169882118701935
10,100,42.18881583213806,2.290709376335144
1,10,1.5731093883514404,1.3637282848358154
2,20,42.040846824645996,0.9469215869903564
4,40,38.09473705291748,1.240495204925537
8,80,19.597071647644043,1.9558142125606537
10,100,58.47351145744324,3.296292543411255
1,10,1.9600028991699219,1.27947998046875
2,20,166.04238629341125,14.636496782302856
4,40,5.907503366470337,1.220221996307373
8,80,43.925729274749756,2.0838698148727417
10,100,21.352251052856445,1.6802826404571534
1,10,74.43397831916809,1.9988560676574707
2,20,2.8079841136932373,0.9908809661865234
4,40,441.3673748970032,4.392496764659882
8,80,13.124140501022339,1.1714061796665192
10,100,49.45826315879822,1.6422354221343993
